id_filme;title;data_lanc;budget;revenue;vote_average;vote_count;popularity;id_diretor
421;The Life Aquatic with Steve Zissou;2004-12-10;50000000;34808403;7.1;775;25.237969;5655.0
316152;Free State of Jones;2016-06-24;50000000;25035950;6.6;428;21.589393;23964.0
11615;The Life of David Gale;2003-02-21;50000000;38955598;7.3;480;22.442241;9168.0
13498;Man of the House;2005-02-25;40000000;0;5.4;120;6.004422;18356.0
241554;Run All Night;2015-03-11;50000000;71561644;6.3;1148;74.64653;59521.0
2252;Eastern Promises;2007-09-14;51500000;55112356;7.2;848;35.481169;224.0
11968;Into the Blue;2005-09-30;50000000;44434439;5.8;458;14.723467;57082.0
10047;The Messenger: The Story of Joan of Arc;1999-10-18;60000000;66976317;6.2;367;21.084542;59.0
38319;Your Highness;2011-04-08;49900000;26121638;5.2;501;21.408222;64141.0
69668;Dream House;2011-09-30;50000000;38502340;5.8;391;19.267479;53334.0
9770;Mad City;1997-11-07;50000000;10541523;5.9;81;3.314004;27436.0
11212;Baby's Day Out;1994-07-01;50000000;16671505;5.8;274;21.312186;56059.0
10533;The Scarlet Letter;1995-10-13;50000000;10382407;5.5;108;7.44268;8965.0
38363;Fair Game;2010-05-20;22000000;24188922;6.5;235;12.54949;11694.0
9923;Domino;2005-09-22;50000000;22944502;6.0;444;18.394571;893.0
11863;Jade;1995-10-13;50000000;9851610;5.2;44;8.189406;15175.0
18501;Gamer;2009-09-03;50000000;40828540;5.6;760;27.631262;20192.0
109491;Beautiful Creatures;2013-02-13;60000000;60052138;5.6;984;40.721373;2163.0
9275;Death to Smoochy;2002-03-28;55000000;0;5.9;132;11.329727;518.0
329833;Zoolander 2;2016-02-06;50000000;55969000;4.7;797;37.253774;7399.0
12634;The Big Bounce;2004-01-30;50000000;6808550;5.0;76;6.397388;58294.0
10416;What Planet Are You From?;2000-03-03;60000000;0;5.4;37;2.275331;5342.0
47327;Drive Angry;2011-02-24;50000000;28931401;5.3;600;30.387148;27226.0
15268;Street Fighter: The Legend of Chun-Li;2009-02-27;50000000;12764201;3.9;112;8.139676;10765.0
10796;The One;2001-11-02;49000000;72700000;5.7;437;21.746245;57134.0
9548;The Adventures of Ford Fairlane;1990-07-11;49000000;20423389;6.2;71;2.808428;16938.0
18947;The Boat That Rocked;2009-04-01;50000000;36348784;7.2;666;31.02233;7018.0
1900;Traffic;2000-12-27;48000000;207515725;6.9;562;25.170217;1884.0
89;Indiana Jones and the Last Crusade;1989-05-24;48000000;474171806;7.6;3152;80.972475;488.0
96724;Anna Karenina;2012-09-06;0;68929150;6.5;639;26.38704;36588.0
198184;Chappie;2015-03-04;49000000;104399548;6.6;3062;116.700319;82194.0
9481;The Bone Collector;1999-11-04;73000000;151493655;6.5;826;33.884459;13015.0
4547;Panic Room;2002-03-29;48000000;196397415;6.5;1267;53.043124;7467.0
53953;The Tooth Fairy;2006-08-08;0;0;4.3;13;0.716764;41270.0
6415;Three Kings;1999-09-27;75000000;108000000;6.6;692;34.973086;17883.0
181283;Child 44;2015-03-15;50000000;3324330;6.1;547;40.371098;125738.0
9896;Rat Race;2001-07-30;48000000;85498534;6.0;518;18.60049;3415.0
167;K-PAX;2001-10-22;48000000;50315140;7.1;695;30.920075;1978.0
11232;Kate & Leopold;2001-12-25;0;0;6.0;418;11.940711;366.0
1636;Bedazzled;2000-10-19;48000000;90383208;5.6;512;19.348007;1524.0
2148;The Cotton Club;1984-12-14;58000000;25928721;6.6;68;8.59075;1776.0
5176;3:10 to Yuma;2007-09-06;55000000;70016220;6.9;1188;48.801089;366.0
260346;Taken 3;2014-12-16;48000000;325771424;6.1;2200;88.844777;75035.0
1389;Out of Sight;1998-06-26;48000000;77745568;6.5;333;16.000178;1884.0
9894;The Cable Guy;1996-06-10;47000000;102825796;5.7;594;19.525659;7399.0
7504;Earth;1998-09-16;0;528972;6.6;9;1.246883;4760.0
8592;Dick Tracy;1990-06-15;47000000;103738726;5.9;251;7.859226;6449.0
913;The Thomas Crown Affair;1999-08-06;48000000;124305181;6.6;339;18.102572;1090.0
11091;Riding in Cars with Boys;2001-10-19;48000000;35743308;6.5;103;7.226115;14911.0
1368;First Blood;1982-10-22;15000000;125212904;7.2;1488;63.071046;16544.0
593;Solaris;1972-03-20;0;0;7.7;357;24.132271;8452.0
5393;Happily N'Ever After;2006-09-14;47000000;38085778;4.6;104;10.410933;31093.0
9095;Mary Reilly;1996-02-23;47000000;12379402;5.7;74;6.067212;3224.0
8874;My Best Friend's Wedding;1997-06-19;38000000;299288605;6.3;584;15.401855;3045.0
11467;America's Sweethearts;2001-07-17;0;0;5.5;252;10.698929;18311.0
320;Insomnia;2002-05-24;46000000;113714830;6.8;1148;41.322708;525.0
199;Star Trek: First Contact;1996-11-21;46000000;150000000;7.0;661;25.6713;2388.0
20533;Jonah Hex;2010-06-18;47000000;10539000;4.4;420;22.581313;8029.0
10684;Courage Under Fire;1996-07-04;46000000;100860818;6.2;232;12.971122;9181.0
1624;Liar Liar;1997-03-21;45000000;181000000;6.4;1424;26.721386;4499.0
325789;The Infiltrator;2016-07-13;25000000;15436808;6.6;573;24.672234;144221.0
113464;Inchon;1981-05-04;46000000;5200000;6.5;2;0.146783;9855.0
888;The Flintstones;1994-05-26;46000000;341631208;5.0;543;28.964162;13581.0
82675;Taken 2;2012-09-27;45000000;376141306;6.1;2757;49.353524;75035.0
4256;Scary Movie 3;2003-10-24;48000000;220673217;5.8;912;36.585509;12987.0
1493;Miss Congeniality;2000-12-14;45000000;212000000;6.1;961;32.624355;18281.0
88751;Journey to the Center of the Earth;2008-07-10;45000000;101702060;5.8;1309;53.090422;9622.0
11130;The Princess Diaries 2: Royal Engagement;2004-08-06;40000000;95149435;6.0;697;30.002907;1201.0
9944;The Pelican Brief;1993-12-16;45000000;195268056;6.3;371;17.923254;6349.0
10731;The Client;1994-07-20;45000000;117615211;6.4;278;17.746719;5572.0
7350;The Bucket List;2007-12-25;45000000;175372502;7.0;1111;31.305336;3026.0
9869;Patriot Games;1992-06-04;45000000;178051587;6.3;433;19.637704;13015.0
4379;Monster-in-Law;2005-05-13;43000000;154749918;5.6;406;10.411996;36797.0
146233;Prisoners;2013-09-18;46000000;122126687;7.9;3085;88.496873;137427.0
2034;Training Day;2001-10-05;45000000;104876233;7.3;1634;52.081131;20907.0
926;Galaxy Quest;1999-12-23;45000000;90683916;6.9;710;30.816341;15002.0
4248;Scary Movie 2;2001-07-04;45000000;141220678;5.4;982;35.376971;35689.0
64328;The Muppets;2011-11-22;45000000;165184237;6.5;501;17.047276;26205.0
36647;Blade;1998-08-21;45000000;131183530;6.5;1905;43.815492;10808.0
7214;Coach Carter;2005-01-14;30000000;76669806;7.3;496;23.234651;52038.0
1537;Changing Lanes;2002-04-07;45000000;94935764;5.9;299;17.270539;7017.0
9360;Anaconda;1997-04-11;45000000;136885767;4.7;610;27.684779;26648.0
6282;Coyote Ugly;2000-07-30;45000000;113916474;5.8;575;26.79781;48980.0
508;Love Actually;2003-09-07;40000000;244931766;7.0;1869;37.073127;7018.0
9487;A Bug's Life;1998-11-25;120000000;363258859;6.8;2303;87.350802;7.0
768;From Hell;2001-10-19;35000000;74558115;6.6;741;26.134678;11447.0
2636;The Specialist;1994-10-07;45000000;170362582;5.5;313;16.582709;26648.0
10478;Tin Cup;1996-08-16;45000000;53854588;5.9;150;10.731574;4037.0
27983;Yours, Mine and Ours;1968-04-24;0;0;6.2;26;2.094151;16745.0
9981;Kicking & Screaming;2005-05-13;45000000;56070433;5.6;176;8.99269;54584.0
7453;The Hitchhiker's Guide to the Galaxy;2005-01-15;50000000;104478416;6.6;1315;51.742065;52842.0
15045;Fat Albert;2004-12-12;0;0;4.3;69;7.157635;54644.0
7737;Resident Evil: Extinction;2007-09-20;45000000;148412065;6.1;1292;12.06538;52968.0
232672;Blended;2014-05-21;40000000;123494610;6.6;1006;44.120328;57370.0
17379;Last Holiday;2006-01-13;45000000;38399961;6.4;119;6.156015;39819.0
8987;The River Wild;1994-09-30;45000000;0;6.1;210;12.362876;323.0
11359;The Indian in the Cupboard;1995-07-14;45000000;0;5.9;134;11.095914;7908.0
82525;Savages;2012-07-06;45000000;82966152;6.2;766;31.856589;1152.0
9759;Cellular;2004-09-06;25000000;56422687;6.1;537;24.459948;4755.0
9486;Johnny English;2003-04-06;40000000;160583018;6.0;852;28.029015;7791.0
9906;The Ant Bully;2006-07-27;50000000;55181129;5.5;366;20.239061;60237.0
841;Dune;1984-12-14;40000000;30925690;6.5;562;25.876582;5602.0
4688;Across the Universe;2007-09-14;0;0;7.1;410;11.872841;16391.0
4148;Revolutionary Road;2008-12-19;35000000;75225693;6.7;796;20.360549;39.0
2207;16 Blocks;2006-03-01;55000000;65664721;6.2;661;32.31022;7187.0
9381;Babylon A.D.;2008-08-20;70000000;72108608;5.4;676;27.568194;2406.0
9625;The Glimmer Man;1996-10-04;45000000;0;4.7;100;6.250282;35155.0
9304;Multiplicity;1996-07-19;45000000;0;5.5;154;11.120344;1524.0
20856;Aliens in the Attic;2009-07-31;45000000;57881056;5.3;244;13.707183;79656.0
5955;The Pledge;2001-01-09;35000000;29400000;6.5;215;12.495436;2228.0
9899;The Producers;2005-12-25;45000000;38058335;6.1;151;6.803965;60129.0
9826;The Phantom;1996-06-06;45000000;17300889;4.7;136;9.025236;18254.0
21355;All the Pretty Horses;2000-12-11;57000000;0;5.8;60;7.524671;879.0
10858;Nixon;1995-12-22;44000000;13681765;7.1;71;3.770161;1152.0
11439;The Ghost Writer;2010-02-12;45000000;60222298;6.7;670;21.118196;3556.0
9457;Deep Rising;1998-01-30;45000000;11203026;6.0;154;6.513856;7775.0
12412;Miracle at St. Anna;2008-09-15;45000000;9323833;6.3;90;11.387408;5281.0
1494;Curse of the Golden Flower;2006-12-21;110;0;6.6;203;9.950505;607.0
13184;Bangkok Dangerous;2008-08-21;45000000;42487390;5.0;332;14.813057;21905.0
2185;Big Trouble;2002-04-05;40000000;8493890;6.3;80;5.201688;5174.0
6639;Love in the Time of Cholera;2007-10-04;45000000;4607608;6.4;81;5.361699;10723.0
38153;Shadow Conspiracy;1997-01-31;45000000;2154540;4.0;11;3.848893;16566.0
58233;Johnny English Reborn;2011-09-15;45000000;160078586;6.0;1007;35.6585;56710.0
116977;Foodfight!;2012-06-15;65000000;73706;2.3;28;5.258726;43518.0
68734;Argo;2012-10-11;44500000;232324128;7.1;3423;62.01056;880.0
5503;The Fugitive;1993-08-06;44000000;368875760;7.2;1220;54.884297;12989.0
27573;The Bounty Hunter;2010-03-16;40000000;136000000;5.5;858;33.747825;17167.0
819;Sleepers;1996-10-18;44000000;165615285;7.3;715;16.245068;8246.0
1369;Rambo: First Blood Part II;1985-05-21;44000000;300400432;6.3;864;38.653969;16566.0
9623;The Juror;1996-02-02;44000000;0;5.5;89;3.937352;18069.0
10895;Pinocchio;1940-02-23;2600000;84300000;6.9;1355;46.007991;11426.0
10935;Heaven's Gate;1980-11-19;44000000;3484331;6.4;55;5.380124;12114.0
834;Underworld: Evolution;2006-01-12;50000000;111340801;6.4;1528;49.020045;3950.0
228066;Victor Frankenstein;2015-11-10;40000000;34227298;5.6;685;24.821138;2291.0
711;Finding Forrester;2000-12-21;43000000;80049764;7.0;302;19.043286;5216.0
10468;28 Days;2000-04-06;43000000;0;6.0;208;5.418921;31024.0
10027;Unleashed;2005-02-02;45000000;50871113;6.6;518;25.999888;18865.0
11812;The Sweetest Thing;2002-04-12;43000000;68696770;5.3;280;18.65632;11873.0
37233;The Firm;1993-06-30;42000000;270248367;6.6;501;23.736535;2226.0
37950;Charlie St. Cloud;2010-05-01;44000000;48190704;6.8;566;21.75433;58552.0
27582;The Mechanic;2011-01-13;40000000;51070807;6.3;1045;44.094856;12786.0
64688;21 Jump Street;2012-03-12;42000000;201585328;6.7;4074;62.714026;107446.0
509;Notting Hill;1999-05-13;42000000;363889678;7.0;1262;28.969151;7017.0
7443;Chicken Run;2000-06-21;45000000;224834564;6.5;1150;31.789029;7314.0
5966;Along Came Polly;2004-01-16;42000000;171963386;5.8;773;33.238296;17871.0
11066;Boomerang;1992-06-30;40000000;70100000;5.4;134;6.420434;68215.0
136795;The Heat;2013-06-27;43000000;158674180;6.5;1575;37.654688;116805.0
8095;Cleopatra;1963-06-12;31115000;71000000;6.7;146;13.244365;10601.0
87826;Here Comes the Boom;2012-10-11;0;73100172;6.0;593;26.799913;57370.0
11560;High Crimes;2002-04-03;42000000;63781810;6.1;184;14.046705;21712.0
25189;The Mirror Has Two Faces;1996-11-15;42000000;0;6.5;47;3.844926;10400.0
2637;The Mothman Prophecies;2002-01-25;32000000;55157539;6.1;305;14.733513;11676.0
18480;Brüno;2009-07-08;42000000;0;5.4;518;16.122168;6767.0
709;Licence to Kill;1989-07-07;32000000;156167015;5.9;541;28.22119;10179.0
49730;Red Riding Hood;2011-03-11;42000000;89162162;5.6;922;45.151657;19850.0
2749;15 Minutes;2001-03-01;60000000;56359980;5.7;191;15.205371;27846.0
9607;Super Mario Bros.;1993-05-28;48000000;20915465;4.0;232;14.587367;58164.0
1830;Lord of War;2005-09-16;42000000;24127895;7.0;1335;34.828241;8685.0
79;Hero;2002-12-19;31000000;177394432;7.2;635;23.607392;607.0
54054;One for the Money;2012-01-26;40000000;36893721;5.3;388;19.438503;114597.0
228967;The Interview;2014-12-25;44000000;12342632;6.1;2304;74.168016;19274.0
46528;The Warrior's Way;2010-12-02;42000000;11087569;6.3;136;7.349497;141169.0
27936;Micmacs;2009-10-28;33000000;14000000;6.8;148;7.663515;2419.0
65;8 Mile;2002-11-08;41000000;215000000;6.8;1626;32.798571;323.0
280391;Why I Did (Not) Eat My Father;2015-04-08;0;0;5.3;125;5.794466;2408.0
9476;A Knight's Tale;2001-05-11;65000000;117487473;6.6;907;36.670399;4723.0
10610;The Medallion;2003-08-15;41000000;0;5.3;281;14.653718;64901.0
745;The Sixth Sense;1999-08-06;40000000;672806292;7.7;3147;73.085576;11614.0
49527;Man on a Ledge;2012-01-13;42000000;46221189;6.2;925;34.041407;72344.0
73937;The Big Year;2011-10-13;41000000;7448385;5.6;248;9.419726;5065.0
1885;The Karate Kid;1984-06-22;8000000;90815558;6.9;891;28.456572;16513.0
168672;American Hustle;2013-12-12;40000000;251171807;6.8;2807;49.664128;17883.0
18240;The Proposal;2009-06-01;40000000;317375031;6.7;1804;36.238968;29214.0
10398;Double Jeopardy;1999-09-24;70000000;177841558;6.2;278;19.439386;5696.0
165;Back to the Future Part II;1989-11-20;40000000;332000000;7.4;3829;43.345252;24.0
240832;Lucy;2014-07-14;40000000;126546825;6.3;5878;115.241998;59.0
216015;Fifty Shades of Grey;2015-02-11;40000000;571006128;5.2;3254;98.755657;1137903.0
12279;Spy Kids 3-D: Game Over;2003-07-25;38000000;197011982;4.7;511;21.998734;2294.0
1645;A Time to Kill;1996-07-24;40000000;152266007;7.0;509;25.219805;5572.0
11007;Cheaper by the Dozen;2003-12-24;40000000;190212113;6.0;699;26.516624;17825.0
193756;Lone Survivor;2013-12-24;40000000;149295601;7.4;1526;37.084384;36602.0
11287;A League of Their Own;1992-07-01;40000000;107458785;6.7;354;21.661028;14911.0
259693;The Conjuring 2;2016-05-13;40000000;320170008;7.0;1949;68.794673;2127.0
37799;The Social Network;2010-09-30;40000000;224920315;7.1;3391;69.27822;7467.0
10184;He's Just Not That Into You;2009-02-06;40000000;177259441;6.2;959;26.253357;29009.0
4257;Scary Movie 4;2006-04-13;45000000;178262620;5.3;750;32.549282;12987.0
4234;Scream 3;2000-02-03;40000000;161834276;5.7;736;24.992057;5140.0
196;Back to the Future Part III;1990-05-25;40000000;244527583;7.1;2900;45.769562;24.0
257091;Get Hard;2015-03-26;40000000;111811453;5.9;944;36.301202;52803.0
6114;Dracula;1992-11-13;40000000;215862692;7.1;1056;45.022964;1776.0
24803;Julie & Julia;2009-08-06;40000000;129540499;6.6;560;22.853006;9248.0
109410;42;2013-04-12;40000000;95020213;6.8;787;31.884559;4723.0
1213;The Talented Mr. Ripley;1999-12-25;40000000;128798265;7.0;767;31.385257;2239.0
100042;Dumb and Dumber To;2014-11-12;40000000;169837010;5.4;1127;67.767785;7395.0
9036;Eight Below;2006-02-17;40000000;120455994;6.7;542;24.287306;664.0
257211;The Intern;2015-09-24;35000000;194564672;7.1;1881;53.114573;17698.0
323675;Ride Along 2;2016-01-14;40000000;124827316;6.1;555;25.136082;20400.0
9361;The Last of the Mohicans;1992-09-25;40000000;75505856;7.1;732;37.776566;638.0
1677;Ray;2004-10-29;40000000;124731534;7.2;467;21.743321;18596.0
187;Sin City;2005-04-01;40000000;158733820;7.2;2691;66.003433;2294.0
7461;Vantage Point;2008-02-01;40000000;151161491;6.2;716;24.862767;43141.0
16538;I Love You, Man;2009-03-20;41000000;91636986;6.5;515;25.391899;17871.0
9889;Shallow Hal;2001-11-01;40000000;141069860;5.7;731;29.854773;7395.0
820;JFK;1991-12-20;40000000;205405498;7.5;502;26.82041;1152.0
11565;Big Momma's House 2;2006-01-26;40000000;138259062;5.4;371;17.61292;61175.0
6073;The Mexican;2001-03-01;57000000;147845033;5.8;441;21.021809;1704.0
16996;17 Again;2009-03-11;20000000;136267476;6.1;1350;52.571674;58552.0
193610;The Other Woman;2014-04-16;40000000;196781193;6.2;1437;34.519636;11151.0
19912;The Final Destination;2009-08-26;40000000;186167139;5.4;831;32.478077;4755.0
296098;Bridge of Spies;2015-10-15;40000000;165478348;7.2;2583;48.445978;488.0
8007;Behind Enemy Lines;2001-11-17;40000000;91753202;6.0;457;24.012986;12028.0
32823;Get Him to the Greek;2010-06-04;40000000;90029656;5.9;612;17.869443;52934.0
4380;Shall We Dance?;2004-10-15;50000000;170128460;5.9;297;14.231899;36804.0
11551;Small Soldiers;1998-07-10;40000000;54682547;6.2;511;23.088571;4600.0
10336;Spawn;1997-07-31;40000000;87840042;5.0;336;19.833664;87130.0
11362;The Count of Monte Cristo;2002-01-23;35000000;75395048;7.3;453;26.595983;8300.0
50348;The Lincoln Lawyer;2011-03-17;40000000;85412898;7.0;902;26.072228;144221.0
48138;Unknown;2011-02-16;30000000;130786397;6.5;1265;38.643914;59521.0
1124;The Prestige;2006-10-19;40000000;109676311;8.0;4391;74.440708;525.0
227159;Horrible Bosses 2;2014-11-26;42000000;107670357;6.1;1536;82.185281;74619.0
68179;Escape from Planet Earth;2013-02-14;40000000;74597643;5.7;332;18.14218;1098477.0
1579;Apocalypto;2006-12-07;40000000;120175290;7.3;1221;41.570047;2461.0
708;The Living Daylights;1987-06-29;40000000;191185897;6.2;440;23.331459;10179.0
34851;Predators;2010-07-03;40000000;126248813;6.0;1206;47.649554;41671.0
9930;Legal Eagles;1986-06-18;0;0;5.8;51;7.519433;8858.0
1586;Secret Window;2004-03-12;40000000;92913171;6.4;972;32.908414;508.0
2044;The Lake House;2006-06-16;40000000;114830111;6.5;670;29.88736;21031.0
9913;The Skeleton Key;2005-07-29;43000000;91974818;6.4;573;29.105407;1978.0
71864;The Odd Life of Timothy Green;2012-08-15;0;51854875;6.5;386;16.394452;3290.0
10761;Made of Honor;2008-05-02;40000000;84601681;6.0;394;19.574774;66548.0
209451;Jersey Boys;2014-06-05;40000000;67347013;6.8;255;14.199933;190.0
11975;The Rainmaker;1997-11-18;40000000;45916769;6.7;235;12.229516;1776.0
4970;Gothika;2003-11-21;40000000;141591324;5.8;629;27.303608;2406.0
11831;Amistad;1997-12-03;36000000;74000000;6.8;316;3.698276;488.0
9096;Medicine Man;1992-02-07;40000000;0;5.8;114;7.021871;1090.0
440;Aliens vs Predator: Requiem;2007-12-25;40000000;41797066;4.9;740;39.381913;6037.0
11011;Ri¢hie Ri¢h;1994-12-19;40000000;0;5.4;415;14.398356;18281.0
10641;Autumn in New York;2000-08-11;65000000;0;5.7;135;8.680334;6720.0
11172;Music and Lyrics;2007-02-09;40000000;145896422;6.2;554;17.659032;18323.0
39513;Paul;2011-02-14;40000000;97552050;6.5;1789;43.151268;54733.0
82687;The Guilt Trip;2012-12-19;40000000;41863726;5.4;284;15.283444;29214.0
41446;Scream 4;2011-04-11;40000000;97138686;6.1;902;35.21926;5140.0
8224;8MM;1999-02-26;40000000;96618699;6.1;474;25.580272;5572.0
10537;The Doors;1991-03-01;38000000;34416893;6.7;275;10.794175;1152.0
225886;Sex Tape;2014-07-17;40000000;126069509;5.3;1695;72.641296;51851.0
10385;Hanging Up;2000-02-16;40000000;36037909;5.0;40;3.415534;3092.0
55779;Final Destination 5;2011-08-12;47000000;157887643;5.9;866;38.555482;93214.0
10154;Mickey Blue Eyes;1999-08-16;0;0;5.3;140;6.786117;64030.0
10647;Pay It Forward;2000-10-12;40000000;55707411;7.0;432;24.313684;51984.0
11431;Fever Pitch;2005-04-06;30000000;50451307;5.9;182;9.965073;7395.0
8457;Drillbit Taylor;2008-03-20;40000000;0;5.5;275;15.055732;32593.0
188161;A Million Ways to Die in the West;2014-05-22;0;0;5.8;1468;32.808675;52139.0
8850;The Shadow;1994-07-01;25000000;48063435;5.4;138;8.178203;52968.0
64685;Extremely Loud & Incredibly Close;2011-12-24;40000000;55247881;6.9;708;31.066874;468.0
38357;Morning Glory;2010-01-12;40000000;58785180;6.1;412;22.491388;7017.0
10060;Get Rich or Die Tryin';2005-11-09;40000000;46442528;6.3;186;12.885985;53334.0
11398;The Art of War;2000-08-23;40000000;30199105;5.6;135;7.832337;25735.0
1833;Rent;2005-11-23;40000000;31670620;6.7;155;10.433667;10965.0
10391;Bless the Child;2000-08-11;40000000;0;4.9;71;3.321949;26713.0
8970;The Out-of-Towners;1999-04-02;75000000;29000000;5.0;45;4.842626;54967.0
9306;The Island of Dr. Moreau;1996-08-23;40000000;49627779;4.6;147;13.210898;13776.0
11370;The Musketeer;2001-09-07;40000000;27053815;5.2;56;3.296933;37710.0
12184;The Other Boleyn Girl;2008-02-28;35000000;0;6.4;477;22.939557;71570.0
1921;Sweet November;2001-02-16;40000000;65754228;6.4;278;19.372805;19969.0
1683;The Reaping;2007-04-05;40000000;62771059;5.4;205;13.445697;2042.0
203;Mean Streets;1973-10-02;500000;3000000;7.2;345;17.002096;1032.0
11858;Renaissance Man;1994-06-03;40000000;24332324;5.9;81;4.516953;14911.0
62835;Colombiana;2011-07-27;40000000;60965854;6.5;824;33.785969;75035.0
18937;Quest for Camelot;1998-05-15;40000000;38172500;6.9;190;16.059443;50582.0
13536;City By The Sea;2002-09-06;40000000;22433915;5.7;92;3.476966;30365.0
15556;At First Sight;1999-01-15;0;0;5.9;48;5.778724;11472.0
10718;Torque;2004-01-16;40000000;46546197;4.7;119;7.360793;66823.0
11062;City Hall;1996-02-16;0;0;6.0;67;3.621837;23213.0
10802;Showgirls;1995-09-22;45000000;20350754;4.9;256;14.513305;10491.0
1887;Marie Antoinette;2006-05-24;40000000;60474340;6.5;642;22.364549;1769.0
6071;Kiss of Death;1995-04-21;40000000;0;5.7;81;6.90894;23393.0
10461;Get Carter;2000-10-06;63600000;19412993;4.8;145;4.494788;56435.0
80278;The Impossible;2012-09-09;42000000;180274123;7.0;2025;47.559928;51894.0
12704;Ishtar;1987-05-15;55000000;14375181;4.2;28;2.410546;58251.0
10315;Fantastic Mr. Fox;2009-10-23;40000000;46471023;7.5;1176;41.258956;5655.0
16643;Life or Something Like It;2002-04-26;40000000;16872671;5.7;124;8.980846;18356.0
2687;Memoirs of an Invisible Man;1992-02-28;40000000;14358033;5.7;125;7.222985;11770.0
194;Amélie;2001-04-25;10000000;173921954;7.8;3310;73.720244;2419.0
11025;New York Minute;2004-05-01;0;0;5.5;185;10.0403;66960.0
8849;Alfie;2004-10-22;60000000;13395939;5.6;248;15.219263;56106.0
78698;Big Miracle;2012-02-02;40000000;24719215;6.6;152;8.303696;29009.0
30943;The Deep End of the Ocean;1999-03-12;38000000;28121100;5.9;54;4.746085;140354.0
9544;FearDotCom;2002-08-09;40000000;18902015;3.2;105;6.756886;57898.0
24418;Cirque du Freak: The Vampire's Assistant;2009-10-23;40000000;28169671;5.5;348;16.424807;3289.0
7288;Duplex;2003-09-26;40000000;19322135;5.9;482;15.590001;518.0
14655;Soul Men;2008-11-07;0;0;6.3;47;5.483671;72024.0
24575;Raise the Titanic;1980-01-01;0;0;5.2;21;1.630541;52094.0
10366;Universal Soldier: The Return;1999-08-05;45000000;10667893;4.2;135;14.566664;18889.0
19898;Pandorum;2009-09-08;33000000;20645327;6.5;774;28.353517;54559.0
4965;Impostor;2001-12-03;40000000;0;6.1;135;9.579975;5501.0
15074;Extreme Ops;2002-11-27;40000000;10959475;5.0;28;2.911819;25735.0
56715;Just Visiting;2001-04-06;0;0;4.8;171;10.844882;64909.0
1272;Sunshine;2007-04-05;50000000;32017803;7.0;1182;51.502884;2034.0
72358;A Thousand Words;2012-03-07;40000000;22044277;6.0;373;13.119133;53177.0
20542;Delgo;2008-12-12;40000000;0;5.4;15;4.238482;86295.0
266396;The Gunman;2015-02-16;40000000;13644292;5.5;392;26.935458;35453.0
9978;Stormbreaker;2006-07-21;40000000;23937870;5.1;213;16.282962;61357.0
8271;Disturbia;2007-04-12;20000000;117760134;6.6;1006;31.690456;40256.0
10428;Hackers;1995-09-14;20000000;7563728;6.2;398;17.842246;1978.0
5353;The Hunting Party;2007-09-03;0;0;6.6;96;8.048305;44740.0
11934;The Hudsucker Proxy;1994-03-11;30000000;0;7.1;275;14.188982;1223.0
14392;The Warlords;2007-12-12;40000000;0;6.3;83;6.884467;56739.0
19495;Nomad: The Warrior;2005-07-17;25000000;0;4.3;17;8.212018;71871.0
110415;Snowpiercer;2013-08-01;39200000;86758912;6.7;2854;64.238688;21684.0
77459;A Monster in Paris;2011-10-12;25000000;0;6.5;313;17.375562;65629.0
26486;The Last Shot;2004-09-24;0;0;5.9;15;6.7698;2689.0
9495;The Crow;1994-05-11;15000000;94000000;7.3;953;44.690107;21085.0
256040;Baahubali: The Beginning;2015-07-10;40000000;100000000;7.5;135;16.254032;147021.0
24420;The Time Traveler's Wife;2009-08-14;39000000;101229792;6.7;798;37.492928;57270.0
1257;Because I Said So;2007-02-02;0;69485490;5.8;191;18.678415;7145.0
62214;Frankenweenie;2012-10-04;39000000;35287788;6.6;932;27.908783;510.0
16320;Serenity;2005-08-25;39000000;38869464;7.4;1264;45.388937;12891.0
8842;Against the Ropes;2004-02-20;39000000;6614280;4.5;32;2.817364;17764.0
9531;Superman III;1983-06-17;39000000;75850624;5.3;490;22.164202;10586.0
64807;Grudge Match;2013-12-25;40000000;44907260;6.0;433;21.362949;13426.0
12289;Red Cliff;2008-07-10;80341000;127814609;7.1;205;14.8375;11401.0
11529;Sweet Home Alabama;2002-09-26;30000000;180622424;6.0;394;18.256028;17167.0
20943;The Ugly Truth;2009-07-24;38000000;205298907;6.4;972;22.332927;36797.0
9099;Sgt. Bilko;1996-03-29;0;0;5.5;94;5.417787;21217.0
9488;Spy Kids 2: The Island of Lost Dreams;2002-08-07;38000000;119723358;5.3;521;24.085144;2294.0
193;Star Trek: Generations;1994-11-17;38000000;120000000;6.4;452;14.779041;2380.0
44865;The Grandmaster;2013-01-08;3860000;64076736;6.3;273;19.947265;12453.0
55787;Water for Elephants;2011-03-15;38000000;114156230;6.7;850;16.801218;10943.0
257932;Dragon Nest: Warriors' Dawn;2014-05-20;40000000;0;6.8;19;5.057695;1496406.0
10400;The Hurricane;1999-09-17;50000000;73956241;7.2;396;20.825781;13563.0
1957;Enough;2002-05-24;38000000;51801187;6.2;264;11.500783;10781.0
10833;Heartbreakers;2001-03-23;35000000;0;5.7;254;13.932203;58178.0
256961;Paul Blart: Mall Cop 2;2015-04-16;38000000;107597242;5.0;567;41.258487;58375.0
5852;Angel Eyes;2001-05-15;53000000;29700000;5.6;88;6.454634;46085.0
